,year_film,year_award,ceremony,category,nominee,film,win,tmdb_id
312,1956,1957,14,SPECIAL AWARD,Daniel Mann,"Teahouse of the August Moon, The",False,43313.0
313,1956,1957,14,SPECIAL AWARD,Dimitri Tiomkin,,False,
314,1956,1957,14,SPECIAL AWARD,Edwin Schallert,,False,
315,1956,1957,14,SPECIAL AWARD,Elizabeth Taylor,,False,
316,1956,1957,14,ACTRESS (COM),Deborah Kerr,"King and I, The",True,16520.0
317,1956,1957,14,ACTRESS (COM),Judy Holliday,"Solid Gold Cadillac, The",False,78331.0
318,1956,1957,14,ACTRESS (COM),Machiko Kyo,"Teahouse of the August Moon, The",False,43313.0
319,1956,1957,14,ACTRESS (COM),Marilyn Monroe,Bus Stop,False,24010.0
320,1956,1957,14,ACTRESS (COM),Debbie Reynolds,Bundle of Joy,False,43257.0
321,1956,1957,14,FOREIGN,"West Germany, Gottfried Reinhardt",Before Sundown,True,280137.0
322,1956,1957,14,FOREIGN,"Greece, Michael Cacoyannis",A Girl In Black,True,98184.0
323,1956,1957,14,FOREIGN,"Japan, Keisuke Kinoshita",The Rose On His Arm,True,169697.0
324,1956,1957,14,FOREIGN,"Italy, King Vidor",War and Peace,True,11706.0
325,1956,1957,14,FOREIGN,"Finland, Erik Blomberg",The White Reindeer,True,84944.0
326,1956,1957,14,FOREIGN,"United Kingdom, Laurence Olivier",Richard III,True,43323.0
327,1956,1957,14,SPECIAL AWARD,James Dean,,True,
328,1956,1957,14,SPECIAL AWARD,Kim Novak,,True,
329,1957,1958,15,BEST PICTURE (DRAMA),"Bridge on the River Kwai, The","Bridge on the River Kwai, The",True,826.0
330,1957,1958,15,BEST PICTURE (DRAMA),12 Angry Men,12 Angry Men,False,389.0
331,1957,1958,15,BEST PICTURE (DRAMA),Wild is the Wind,Wild is the Wind,False,93528.0
332,1957,1958,15,BEST PICTURE (DRAMA),Witness for the Prosecution,Witness for the Prosecution,False,37257.0
333,1957,1958,15,BEST PICTURE (DRAMA),Sayonara,Sayonara,False,40885.0
334,1957,1958,15,BEST PICTURE (COM),Les Girls,Les Girls,True,43232.0
335,1957,1958,15,BEST PICTURE (COM),Don't Go Near The Water,Don't Go Near The Water,False,109441.0
336,1957,1958,15,BEST PICTURE (COM),Love in the Afternoon,Love in the Afternoon,False,18299.0
337,1957,1958,15,BEST PICTURE (COM),Pal Joey,Pal Joey,False,33734.0
338,1957,1958,15,BEST PICTURE (COM),Silk Stockings,Silk Stockings,False,43239.0
339,1957,1958,15,ACTRESS (DRAMA),Joanne Woodward,"Three Faces of Eve, The",True,28285.0
340,1957,1958,15,ACTRESS (DRAMA),Marlene Dietrich,Witness for the Prosecution,False,37257.0
341,1957,1958,15,ACTRESS (DRAMA),Deborah Kerr,"Heaven Knows, Mr. Allison",False,37103.0
342,1957,1958,15,ACTRESS (DRAMA),Anna Magnani,Wild is the Wind,False,93528.0
343,1957,1958,15,ACTRESS (DRAMA),Eva Marie Saint,"Hatful of Rain, A",False,37086.0
344,1957,1958,15,ACTOR (DRAMA),Alec Guinness,"Bridge on the River Kwai, The",True,826.0
345,1957,1958,15,ACTOR (DRAMA),Marlon Brando,Sayonara,False,40885.0
346,1957,1958,15,ACTOR (DRAMA),Henry Fonda,12 Angry Men,False,389.0
347,1957,1958,15,ACTOR (DRAMA),Anthony Franciosa,"Hatful of Rain, A",False,37086.0
348,1957,1958,15,ACTOR (DRAMA),Charles Laughton,Witness for the Prosecution,False,37257.0
349,1957,1958,15,ACTOR (COM),Frank Sinatra,Pal Joey,True,33734.0
350,1957,1958,15,ACTOR (COM),Glenn Ford,Don't Go Near The Water,False,109441.0
351,1957,1958,15,ACTOR (COM),David Niven,My Man Godfrey,False,52470.0
352,1957,1958,15,ACTOR (COM),Tony Randall,Will Success Spoil Rock Hunter?,False,37124.0
353,1957,1958,15,ACTOR (COM),Maurice Chevalier,Love in the Afternoon,False,18299.0
354,1957,1958,15,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Witness for the Prosecution,True,37257.0
355,1957,1958,15,ACTRESS IN A SUPPORTING ROLE,Mildred Dunnock,Peyton Place,False,43236.0
356,1957,1958,15,ACTRESS IN A SUPPORTING ROLE,Hope Lange,Peyton Place,False,43236.0
357,1957,1958,15,ACTRESS IN A SUPPORTING ROLE,Heather Sears,"Story of Esther Costello, The",False,202436.0
358,1957,1958,15,ACTRESS IN A SUPPORTING ROLE,Miyoshi Umeki,Sayonara,False,40885.0
359,1957,1958,15,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,True,40885.0
360,1957,1958,15,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,"Bridge on the River Kwai, The",False,826.0
361,1957,1958,15,ACTOR IN A SUPPORTING ROLE,Nigel Patrick,Raintree County,False,65488.0
362,1957,1958,15,ACTOR IN A SUPPORTING ROLE,Ed Wynn,"Great Man, The",False,121354.0
363,1957,1958,15,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,12 Angry Men,False,389.0
364,1957,1958,15,DIRECTING,David Lean,"Bridge on the River Kwai, The",True,826.0
365,1957,1958,15,DIRECTING,Joshua Logan,Sayonara,False,40885.0
366,1957,1958,15,DIRECTING,Sidney Lumet,12 Angry Men,False,389.0
367,1957,1958,15,DIRECTING,Billy Wilder,Witness for the Prosecution,False,37257.0
368,1957,1958,15,DIRECTING,Fred Zinnemann,"Hatful of Rain, A",False,37086.0
369,1957,1958,15,SPECIAL AWARD,Buddy Adler,,False,
370,1957,1958,15,SPECIAL AWARD,Gene Kelly,"Happy Road, The",True,134355.0
371,1957,1958,15,SPECIAL AWARD,Hugo Friedhofer,,False,
372,1957,1958,15,SPECIAL AWARD,Zsa Zsa Gabor,,False,
373,1957,1958,15,SPECIAL AWARD,Bob Hope,,False,
374,1957,1958,15,SPECIAL AWARD,Le Roy Prinze,,False,
375,1957,1958,15,SPECIAL AWARD,Jean Simmons,,False,
376,1957,1958,15,ACTRESS (COM),Taina Elg,Les Girls,True,43232.0
377,1957,1958,15,ACTRESS (COM),Kay Kendall,Les Girls,True,43232.0
378,1957,1958,15,ACTRESS (COM),Cyd Charisse,Silk Stockings,False,43239.0
379,1957,1958,15,ACTRESS (COM),Audrey Hepburn,Love in the Afternoon,False,18299.0
380,1957,1958,15,ACTRESS (COM),Jean Simmons,This Could Be the Night,False,95359.0
381,1957,1958,15,FOREIGN,"West Germany, Kurt Hoffmann",Confessions Of Felix Krull,True,2030.0
382,1957,1958,15,FOREIGN,"Mexico, Ismael Rodríguez",Tizoc,True,103199.0
383,1957,1958,15,FOREIGN,"Japan, Heinosuke Gosho",Kiiroi karasu (Yellow Crow),True,171749.0
384,1957,1958,15,FOREIGN,"United Kingdom, J. Lee Thompson",Woman In A Dressing Gown,True,119687.0
385,1957,1958,15,SPECIAL AWARD,Tony Curtis,,True,
386,1957,1958,15,SPECIAL AWARD,Doris Day,,True,
387,1958,1959,16,BEST PICTURE (DRAMA),"Defiant Ones, The","Defiant Ones, The",True,11414.0
388,1958,1959,16,BEST PICTURE (DRAMA),Home Before Dark,Home Before Dark,False,121250.0
389,1958,1959,16,BEST PICTURE (DRAMA),I Want To Live!,I Want To Live!,False,28577.0
390,1958,1959,16,BEST PICTURE (DRAMA),Separate Tables,Separate Tables,False,43136.0
391,1958,1959,16,BEST PICTURE (DRAMA),Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,False,261.0
392,1958,1959,16,ACTRESS (DRAMA),Susan Hayward,I Want To Live!,True,28577.0
393,1958,1959,16,ACTRESS (DRAMA),Ingrid Bergman,"Inn of the Sixth Happiness, The",False,37451.0
394,1958,1959,16,ACTRESS (DRAMA),Deborah Kerr,Separate Tables,False,43136.0
395,1958,1959,16,ACTRESS (DRAMA),Shirley MacLaine,Some Came Running,False,38724.0
396,1958,1959,16,ACTRESS (DRAMA),Jean Simmons,Home Before Dark,False,121250.0
397,1958,1959,16,ACTOR (DRAMA),David Niven,Separate Tables,True,43136.0
398,1958,1959,16,ACTOR (DRAMA),Tony Curtis,"Defiant Ones, The",False,11414.0
399,1958,1959,16,ACTOR (DRAMA),Sidney Poitier,"Defiant Ones, The",False,11414.0
400,1958,1959,16,ACTOR (DRAMA),Robert Donat,"Inn of the Sixth Happiness, The",False,37451.0
401,1958,1959,16,ACTOR (DRAMA),Spencer Tracy,"Old Man and the Sea, The",False,11331.0
402,1958,1959,16,ACTOR (COM),Danny Kaye,Me and the Colonel,True,114060.0
403,1958,1959,16,ACTOR (COM),Maurice Chevalier,Gigi,False,17281.0
404,1958,1959,16,ACTOR (COM),Clark Gable,Teacher's Pet,False,43137.0
405,1958,1959,16,ACTOR (COM),Cary Grant,Indiscreet,False,22874.0
406,1958,1959,16,ACTOR (COM),Louis Jourdan,Gigi,False,17281.0
407,1958,1959,16,ACTRESS IN A SUPPORTING ROLE,Hermione Gingold,Gigi,True,17281.0
408,1958,1959,16,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Lonelyhearts,False,95402.0
409,1958,1959,16,ACTRESS IN A SUPPORTING ROLE,Cara Williams,"Defiant Ones, The",False,11414.0
410,1958,1959,16,ACTRESS IN A SUPPORTING ROLE,Peggy Cass,Auntie Mame,False,16347.0
411,1958,1959,16,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,Separate Tables,False,43136.0
412,1958,1959,16,ACTOR IN A SUPPORTING ROLE,Burl Ives,"Big Country, The",True,12501.0
413,1958,1959,16,ACTOR IN A SUPPORTING ROLE,Harry Guardino,Houseboat,False,1377.0
414,1958,1959,16,ACTOR IN A SUPPORTING ROLE,David Ladd,"Proud Rebel, The",False,88431.0
415,1958,1959,16,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,False,43137.0
416,1958,1959,16,ACTOR IN A SUPPORTING ROLE,Efrem Zimbalist Jr.,Home Before Dark,False,121250.0
417,1958,1959,16,DIRECTING,Vincente Minnelli,Gigi,True,17281.0
418,1958,1959,16,DIRECTING,Richard Brooks,Cat on a Hot Tin Roof,False,261.0
419,1958,1959,16,DIRECTING,Stanley Kramer,"Defiant Ones, The",False,11414.0
420,1958,1959,16,DIRECTING,Delbert Mann,Separate Tables,False,43136.0
421,1958,1959,16,DIRECTING,Robert Wise,I Want To Live!,False,28577.0
422,1958,1959,16,SPECIAL AWARD,Maurice Chevalier,,False,
423,1958,1959,16,BEST PICTURE (COM),Gigi,Gigi,True,17281.0
424,1958,1959,16,BEST PICTURE (COM),Damn Yankees,Damn Yankees,False,41253.0
425,1958,1959,16,BEST PICTURE (COM),Tom Thumb,Tom Thumb,False,56931.0
426,1958,1959,16,SPECIAL AWARD,Mark Robson,"Inn of the Sixth Happiness, The",True,37451.0
427,1958,1959,16,SPECIAL AWARD,Stanley Kramer,"Defiant Ones, The",False,11414.0
428,1958,1959,16,SPECIAL AWARD,Peter Glenville,Me and the Colonel,False,114060.0
429,1958,1959,16,SPECIAL AWARD,Douglas Sirk,"Time to Love and a Time to Die, A",False,84079.0
430,1958,1959,16,SPECIAL AWARD,Edward Dmytryk,"Young Lions, The",False,40739.0
431,1958,1959,16,BEST PICTURE (COM),Auntie Mame,Auntie Mame,True,16347.0
432,1958,1959,16,BEST PICTURE (COM),The Perfect Furlough,The Perfect Furlough,False,225943.0
433,1958,1959,16,BEST PICTURE (COM),"Bell, Book and Candle","Bell, Book and Candle",False,2006.0
434,1958,1959,16,BEST PICTURE (COM),Indiscreet,Indiscreet,False,22874.0
435,1958,1959,16,BEST PICTURE (COM),Me and the Colonel,Me and the Colonel,False,114060.0
436,1958,1959,16,SPECIAL AWARD,Shirley MacLaine,,False,
437,1958,1959,16,SPECIAL AWARD,"India, V. Shantaram","Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",True,72576.0
438,1958,1959,16,SPECIAL AWARD,David Ladd,"Proud Rebel, The",True,88431.0
439,1958,1959,16,ACTRESS (COM),Rosalind Russell,Auntie Mame,True,16347.0
440,1958,1959,16,ACTRESS (COM),Ingrid Bergman,Indiscreet,False,22874.0
441,1958,1959,16,ACTRESS (COM),Leslie Caron,Gigi,False,17281.0
442,1958,1959,16,ACTRESS (COM),Doris Day,"Tunnel of Love, The",False,45599.0
443,1958,1959,16,ACTRESS (COM),Mitzi Gaynor,South Pacific,False,17352.0
444,1958,1959,16,FOREIGN,"West Germany, Rolf Thiele",Rosemary,True,4382.0
445,1958,1959,16,FOREIGN,"Italy, Yugoslavia, Giuseppe De Santis",The Year Long Road,True,202756.0
446,1958,1959,16,FOREIGN,"France, François Villiers",L'eau vive (Girl And The River),True,199189.0
447,1958,1959,16,FOREIGN,"United Kingdom, Roy Ward Baker",A Night To Remember,True,10971.0
448,1958,1959,16,SPECIAL AWARD,Rock Hudson,,True,
449,1958,1959,16,SPECIAL AWARD,Deborah Kerr,,True,
450,1959,1960,17,BEST PICTURE (DRAMA),Ben-Hur,Ben-Hur,True,665.0
451,1959,1960,17,BEST PICTURE (DRAMA),Anatomy of a Murder,Anatomy of a Murder,False,93.0
452,1959,1960,17,BEST PICTURE (DRAMA),"Diary of Anne Frank, The","Diary of Anne Frank, The",False,2576.0
453,1959,1960,17,BEST PICTURE (DRAMA),"Nun's Story, The","Nun's Story, The",False,27029.0
454,1959,1960,17,BEST PICTURE (DRAMA),On The Beach,On The Beach,False,35412.0
455,1959,1960,17,ACTRESS (DRAMA),Elizabeth Taylor,"Suddenly, Last Summer",True,14698.0
456,1959,1960,17,ACTRESS (DRAMA),Audrey Hepburn,"Nun's Story, The",False,27029.0
457,1959,1960,17,ACTRESS (DRAMA),Lee Remick,Anatomy of a Murder,False,93.0
458,1959,1960,17,ACTRESS (DRAMA),Simone Signoret,Room At The Top,False,43103.0
459,1959,1960,17,ACTRESS (DRAMA),Katharine Hepburn,"Suddenly, Last Summer",False,14698.0
460,1959,1960,17,ACTOR (DRAMA),Anthony Franciosa,Career,True,216859.0
461,1959,1960,17,ACTOR (DRAMA),Joseph Schildkraut,"Diary of Anne Frank, The",False,2576.0
462,1959,1960,17,ACTOR (DRAMA),Richard Burton,Look Back In Anger,False,50011.0
463,1959,1960,17,ACTOR (DRAMA),Charlton Heston,Ben-Hur,False,665.0
464,1959,1960,17,ACTOR (DRAMA),Fredric March,Middle of the Night,False,120522.0
465,1959,1960,17,ACTOR (COM),Jack Lemmon,Some Like It Hot,True,239.0
466,1959,1960,17,ACTOR (COM),Clark Gable,But Not For Me,False,121234.0
467,1959,1960,17,ACTOR (COM),Cary Grant,Operation Petticoat,False,9660.0
468,1959,1960,17,ACTOR (COM),Dean Martin,Who Was That Lady?,False,105406.0
469,1959,1960,17,ACTOR (COM),Sidney Poitier,Porgy and Bess,False,1940.0
470,1959,1960,17,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,True,34148.0
471,1959,1960,17,ACTRESS IN A SUPPORTING ROLE,Edith Evans,"Nun's Story, The",False,27029.0
472,1959,1960,17,ACTRESS IN A SUPPORTING ROLE,Estelle Hemsley,Take a Giant Step,False,241552.0
473,1959,1960,17,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,False,34148.0
474,1959,1960,17,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,"Diary of Anne Frank, The",False,2576.0
475,1959,1960,17,ACTOR IN A SUPPORTING ROLE,Stephen Boyd,Ben-Hur,True,665.0
476,1959,1960,17,ACTOR IN A SUPPORTING ROLE,Fred Astaire,On The Beach,False,35412.0
477,1959,1960,17,ACTOR IN A SUPPORTING ROLE,Tony Randall,Pillow Talk,False,4952.0
478,1959,1960,17,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,"Young Philadelphians, The",False,43111.0
479,1959,1960,17,ACTOR IN A SUPPORTING ROLE,Joseph Welch,Anatomy of a Murder,False,93.0
480,1959,1960,17,DIRECTING,William Wyler,Ben-Hur,True,665.0
481,1959,1960,17,DIRECTING,Stanley Kramer,On The Beach,False,35412.0
482,1959,1960,17,DIRECTING,Otto Preminger,Anatomy of a Murder,False,93.0
483,1959,1960,17,DIRECTING,George Stevens,"Diary of Anne Frank, The",False,2576.0
484,1959,1960,17,DIRECTING,Fred Zinnemann,"Nun's Story, The",False,27029.0
485,1959,1960,17,BEST SCORE,Ernest Gold,On The Beach,True,35412.0
486,1959,1960,17,SPECIAL AWARD,Bing Crosby,,False,
487,1959,1960,17,BEST PICTURE (COM),Porgy and Bess,Porgy and Bess,True,1940.0
488,1959,1960,17,BEST PICTURE (COM),"Five Pennies, The","Five Pennies, The",False,17677.0
489,1959,1960,17,BEST PICTURE (COM),Li'l Abner,Li'l Abner,False,34662.0
490,1959,1960,17,BEST PICTURE (COM),"Private's Affair, A","Private's Affair, A",False,277513.0
491,1959,1960,17,BEST PICTURE (COM),Say One For Me,Say One For Me,False,111031.0
492,1959,1960,17,SPECIAL AWARD,George Stevens,"Diary of Anne Frank, The",True,2576.0
493,1959,1960,17,SPECIAL AWARD,Fred Zinnemann,"Nun's Story, The",False,27029.0
494,1959,1960,17,SPECIAL AWARD,Robert Wise,Odds Against Tomorrow,False,26983.0
495,1959,1960,17,SPECIAL AWARD,Stanley Kramer,On The Beach,False,35412.0
496,1959,1960,17,SPECIAL AWARD,Philip Leacock,Take a Giant Step,False,241552.0
497,1959,1960,17,BEST PICTURE (COM),Some Like It Hot,Some Like It Hot,True,239.0
498,1959,1960,17,BEST PICTURE (COM),But Not For Me,But Not For Me,False,121234.0
499,1959,1960,17,BEST PICTURE (COM),Operation Petticoat,Operation Petticoat,False,9660.0
500,1959,1960,17,BEST PICTURE (COM),Pillow Talk,Pillow Talk,False,4952.0
501,1959,1960,17,BEST PICTURE (COM),Who Was That Lady?,Who Was That Lady?,False,105406.0
502,1959,1960,17,SPECIAL AWARD,Andrew Marton,Ben-Hur,False,665.0
503,1959,1960,17,SPECIAL AWARD,Fred Zinnemann,"Nun's Story, The",False,27029.0
504,1959,1960,17,SPECIAL AWARD,"United Kingdom, Jack Clayton",Room At The Top,True,43103.0
505,1959,1960,17,ACTRESS (COM),Marilyn Monroe,Some Like It Hot,True,239.0
506,1959,1960,17,ACTRESS (COM),Dorothy Dandridge,Porgy and Bess,False,1940.0
507,1959,1960,17,ACTRESS (COM),Doris Day,Pillow Talk,False,4952.0
508,1959,1960,17,ACTRESS (COM),Shirley MacLaine,Ask Any Girl,False,76863.0
509,1959,1960,17,ACTRESS (COM),Lilli Palmer,But Not For Me,False,121234.0
510,1959,1960,17,FOREIGN,"West Germany, Kurt Hoffmann",Wir Wunderkinder (Aren't We Wonderful!),True,6905.0
511,1959,1960,17,FOREIGN,"France, Marcel Camus",Black Orpheus,True,40423.0
512,1959,1960,17,FOREIGN,"West Germany, Bernhard Wicki",The Bridge,True,1566.0
513,1959,1960,17,FOREIGN,"Japan, Kon Ichikawa",Odd Obsession,True,43095.0
514,1959,1960,17,FOREIGN,"Sweden, Ingmar Bergman",Wild Strawberries,True,11656.0
515,1959,1960,17,SPECIAL AWARD,Doris Day,,True,
516,1959,1960,17,SPECIAL AWARD,Rock Hudson,,True,
517,1960,1961,18,BEST PICTURE (DRAMA),Spartacus,Spartacus,True,967.0
518,1960,1961,18,BEST PICTURE (DRAMA),Elmer Gantry,Elmer Gantry,False,22013.0
519,1960,1961,18,BEST PICTURE (DRAMA),Inherit the Wind,Inherit the Wind,False,1908.0
520,1960,1961,18,BEST PICTURE (DRAMA),Sons and Lovers,Sons and Lovers,False,53939.0
521,1960,1961,18,BEST PICTURE (DRAMA),Sunrise at Campobello,Sunrise at Campobello,False,72354.0
522,1960,1961,18,ACTRESS (DRAMA),Greer Garson,Sunrise at Campobello,True,72354.0
523,1960,1961,18,ACTRESS (DRAMA),Doris Day,Midnight Lace,False,12617.0
524,1960,1961,18,ACTRESS (DRAMA),Nancy Kwan,The World Of Suzie Wong,False,45608.0
525,1960,1961,18,ACTRESS (DRAMA),Jean Simmons,Elmer Gantry,False,22013.0
526,1960,1961,18,ACTRESS (DRAMA),Elizabeth Taylor,Butterfield 8,False,23724.0
527,1960,1961,18,ACTOR (DRAMA),Burt Lancaster,Elmer Gantry,True,22013.0
528,1960,1961,18,ACTOR (DRAMA),Spencer Tracy,Inherit the Wind,False,1908.0
529,1960,1961,18,ACTOR (DRAMA),Trevor Howard,Sons and Lovers,False,53939.0
530,1960,1961,18,ACTOR (DRAMA),Laurence Olivier,Spartacus,False,967.0
531,1960,1961,18,ACTOR (DRAMA),Dean Stockwell,Sons and Lovers,False,53939.0
532,1960,1961,18,ACTOR (COM),Jack Lemmon,"Apartment, The",True,284.0
533,1960,1961,18,ACTOR (COM),Dirk Bogarde,Song Without End ,False,129553.0
534,1960,1961,18,ACTOR (COM),Cantinflas,Pepe,False,82792.0
535,1960,1961,18,ACTOR (COM),Cary Grant,"Grass is Greener, The",False,25767.0
536,1960,1961,18,ACTOR (COM),Bob Hope,"Facts of Life, The",False,39219.0
537,1960,1961,18,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,True,539.0
538,1960,1961,18,ACTRESS IN A SUPPORTING ROLE,Ina Balin,From The Terrace,False,42541.0
539,1960,1961,18,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,False,22013.0
540,1960,1961,18,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,"Dark at the Top of the Stairs, The",False,114875.0
541,1960,1961,18,ACTRESS IN A SUPPORTING ROLE,Mary Ure,Sons and Lovers,False,53939.0
542,1960,1961,18,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,True,1941.0
543,1960,1961,18,ACTOR IN A SUPPORTING ROLE,Ray Stricklyn,"Plunderers, The",False,194487.0
544,1960,1961,18,ACTOR IN A SUPPORTING ROLE,Woody Strode,Spartacus,False,967.0
545,1960,1961,18,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,False,967.0
546,1960,1961,18,ACTOR IN A SUPPORTING ROLE,Lee Kinsolving,"Dark at the Top of the Stairs, The",False,114875.0
547,1960,1961,18,DIRECTING,Jack Cardiff,Sons and Lovers,True,53939.0
548,1960,1961,18,DIRECTING,Richard Brooks,Elmer Gantry,False,22013.0
549,1960,1961,18,DIRECTING,Stanley Kubrick,Spartacus,False,967.0
550,1960,1961,18,DIRECTING,Billy Wilder,"Apartment, The",False,284.0
551,1960,1961,18,DIRECTING,Fred Zinnemann,"Sundowners, The",False,43047.0
552,1960,1961,18,BEST SCORE,Dimitri Tiomkin,The Alamo,True,11209.0
553,1960,1961,18,BEST SCORE,Johnny Green,Pepe,False,82792.0
554,1960,1961,18,BEST SCORE,Alex North,Spartacus,False,967.0
555,1960,1961,18,BEST SCORE,George Duning,The World Of Suzie Wong,False,45608.0
556,1960,1961,18,BEST SCORE,Ernest Gold,Exodus,False,1941.0
557,1960,1961,18,SPECIAL AWARD,Fred Astaire,,False,
558,1960,1961,18,BEST PICTURE (COM),Song Without End ,Song Without End ,True,129553.0
559,1960,1961,18,BEST PICTURE (COM),Bells Are Ringing,Bells Are Ringing,False,43029.0
560,1960,1961,18,BEST PICTURE (COM),Walter Lang,Can-Can,False,33726.0
561,1960,1961,18,BEST PICTURE (COM),Jerry Wald,Let's Make Love,False,24014.0
562,1960,1961,18,BEST PICTURE (COM),George Sidney,Pepe,False,82792.0
563,1960,1961,18,SPECIAL AWARD,Philip Leacock,Hand In Hand,True,313913.0
564,1960,1961,18,SPECIAL AWARD,Ralph Thomas,Conspiracy of Hearts,False,73898.0
565,1960,1961,18,BEST PICTURE (COM),"Apartment, The","Apartment, The",True,284.0
566,1960,1961,18,BEST PICTURE (COM),Our Man in Havana,Our Man in Havana,False,25495.0
567,1960,1961,18,BEST PICTURE (COM),"Facts of Life, The","Facts of Life, The",False,39219.0
568,1960,1961,18,BEST PICTURE (COM),"Grass is Greener, The","Grass is Greener, The",False,25767.0
569,1960,1961,18,BEST PICTURE (COM),It Started in Naples,It Started in Naples,False,38151.0
570,1960,1961,18,SPECIAL AWARD,Stanley Kramer,Inherit the wind,False,1908.0
571,1960,1961,18,SPECIAL AWARD,Fred Zinnemann,"Sundowners, The",False,43047.0
572,1960,1961,18,SPECIAL AWARD,"Greece, Jules Dassin",Never On Sunday,True,43039.0
573,1960,1961,18,ACTRESS (COM),Shirley MacLaine,"Apartment, The",True,284.0
574,1960,1961,18,ACTRESS (COM),Lucille Ball,"Facts of Life, The",False,39219.0
575,1960,1961,18,ACTRESS (COM),Capucine,Song Without End ,False,129553.0
576,1960,1961,18,ACTRESS (COM),Judy Holliday,Bells Are Ringing,False,43029.0
577,1960,1961,18,ACTRESS (COM),Sophia Loren,It Started in Naples,False,38151.0
578,1960,1961,18,FOREIGN,"France, Henri-Georges Clouzot",La vérité (The Truth),True,61711.0
579,1960,1961,18,FOREIGN,"Sweden, Ingmar Bergman",The Virgin Spring,True,11656.0
580,1960,1961,18,FOREIGN,"United Soviet Socialist Republics, Grigoriy Chukhray",Ballad Of A Soldier,False,46592.0
581,1960,1961,18,FOREIGN,"France, Alain Resnais",Hiroshima Mon Amour,False,5544.0
